problem_id,problem_title,problem_info,problem_answer_num,problem_submit_num,problem_answer_rate
1071,소트,,837,4095,29.639
1072,게임,,7006,39618,23.872
1073,도미노,,144,369,56.031
1074,Z,,20891,70415,40.435
1075,나누기,,10200,21050,57.178
1076,저항,,11432,29240,46.008
1077,넓이,스페셜 저지,113,803,20.887
1078,뒤집음,,104,1717,15.094
1079,마피아,,549,3734,20.803
1080,행렬,,7015,20895,41.933
1081,합,,840,3937,41.056
1082,방 번호,,1207,5041,31.108
1083,소트,,1745,8887,27.729
1084,방 번호 2,,68,821,13.36
1085,직사각형에서 탈출,,49218,86538,64.656
1086,박성원,,1728,9118,25.737
1087,쥐 잡기,스페셜 저지,257,1454,22.844
1088,케이크,스페셜 저지,163,842,34.829
1089,스타트링크 타워,스페셜 저지,661,3257,27.427
1090,체커,,214,828,39.777
1091,카드 섞기,,750,2434,46.497
1092,배,,4396,25061,24.11
1093,스티커 수집,,121,783,20.898
1094,막대기,,17543,28094,75.185
1095,마법의 구슬,,152,1399,17.674
1096,종이 접기,,64,403,30.047
1097,마법의 문자열,,295,843,47.276
1098,쌍둥이 마을,,39,459,17.489
1099,알 수 없는 문장,,492,2262,32.866
1100,하얀 칸,,15192,24864,71.745
1101,카드 정리 1,,135,560,33.666
1102,발전소,,2223,12167,25.449
1103,게임,,3085,19527,21.163
1104,패턴,,36,394,12.587
1105,팔,,2458,9331,31.716
1106,호텔,,2530,9639,34.925
1107,리모컨,,16916,98146,23.1
1108,검색 엔진,,256,1710,19.277
1109,섬,,152,965,23.529
1110,더하기 사이클,,97881,256822,46.79
1111,IQ Test,,1790,12070,19.567
1112,진법 변환,,317,948,43.425
1113,수영장 만들기,,1113,4347,37.051
1114,통나무 자르기,,707,4745,21.801
1115,순열,,172,674,48.588
1116,순열 2,,38,184,27.338
1117,색칠 1,,365,1679,29.943
1118,색칠 2,,13,27,59.091
1119,그래프,,72,405,21.951
1120,문자열,,8892,18232,57.438
1121,도형,,90,554,24.862
1122,뒤집기,,68,700,17.848
1123,셔플,,22,107,29.333
1124,언더프라임,,1470,5153,39.719
1125,바닥 장식,,27,322,13.99
1126,같은 탑,,1556,8407,26.094
1127,떡국,,49,139,55.056
1128,피보나치 냅색,,82,852,16.942
1129,키,,54,300,34.177
1130,종이 레이싱,,8,80,14.545
1131,숫자,,178,884,33.086
1132,합,,1014,3874,32.552
1133,반복되지 않는 단어,,39,228,41.935
1134,식,,27,253,15.254
1135,뉴스 전하기,,1363,3606,47.0
1136,조각 놓기,,23,171,18.254
1137,로봇 레이스,,13,41,54.167
1138,한 줄로 서기,,6097,12347,59.892
1139,울타리,스페셜 저지,88,397,45.833
1140,요금,,29,903,16.292
1141,접두사,,1284,3027,52.861
1142,피자,,27,143,28.125
1143,경찰,스페셜 저지,39,250,28.467
1144,싼 비용,,123,707,31.218
1145,적어도 대부분의 배수,,5711,10825,62.232
1146,지그재그 서기,,512,1631,43.098
1147,BOJ 소풍,,30,174,34.483
1148,단어 만들기,다국어,290,1067,39.726
1149,RGB거리,,42289,103246,54.297
1150,백업,,475,2996,26.536
1151,그림자,스페셜 저지,20,98,27.778
1152,단어의 개수,,86954,337890,32.639
1153,네 개의 소수,스페셜 저지,994,3272,40.489
1154,팀 편성,스페셜 저지,77,395,28.839
1155,변형 하노이,다국어,90,375,44.118
1156,장난감,다국어,20,160,28.571
1157,단어 공부,,78839,248298,39.692
1158,요세푸스 문제,,34056,97188,48.6
1159,농구 경기,다국어,9046,20232,52.559
1160,Random Number Generator,다국어,133,1017,26.978
1161,버스,다국어,58,234,48.333
1162,도로포장,다국어,1955,14885,21.434
1163,증가하는 리스트,,10,94,16.393
1164,가리기,,33,563,13.306
1165,단어퍼즐,다국어,37,246,41.573
1166,선물,스페셜 저지,841,5570,20.786
1167,트리의 지름,,12082,45906,34.006
1168,요세푸스 문제 2,,1256,11481,32.024
1169,정사각형 진열,다국어,28,232,21.538
1170,선인장의 개수,,79,258,42.935
1171,사오정,다국어,13,54,32.5
1172,선인장 Automorphisms,,6,27,30.0
1173,운동,,2875,7828,43.084
1174,줄어드는 수,,1532,4573,41.95
1175,배달,,699,3167,29.161
1176,섞기,,180,569,38.627
1177,조쌤포스,다국어,59,324,21.852
1178,간선 추가,,88,667,30.877
1179,마지막 요세푸스 문제,,245,1143,36.953
1180,선인장의 지름,다국어,32,158,28.571
1181,단어 정렬,,48868,155733,40.372
1182,부분수열의 합,,22064,74083,43.872
1183,약속,,429,1465,38.614
1184,귀농,다국어,320,974,45.911
1185,유럽여행,다국어,513,1009,65.601
1186,직사각형 색칠하기,,50,326,25.773
1187,숫자 놀이,스페셜 저지,178,720,40.455
1188,음식 평론가,다국어,2243,5817,48.666
1189,컴백홈,다국어,2315,5373,54.355
1190,골 세레모니,스페셜 저지,3,96,10.714
1191,게임,다국어,7,116,15.909
1192,장갑,스페셜 저지다국어,19,194,31.667
1193,분수찾기,,47489,109608,51.459
1194,"달이 차오른다, 가자.",,4286,15589,37.782
1195,킥다운,다국어,305,1357,31.705
1196,잭 바우어,스페셜 저지,59,1121,9.262
1197,최소 스패닝 트리,,17936,72970,41.055
1198,삼각형으로 자르기,스페셜 저지,528,1104,54.715
1199,오일러 회로,스페셜 저지,479,11317,12.339
1200,기상예측,다국어,82,233,51.899
1201,NMK,스페셜 저지,1323,5204,34.471
1202,보석 도둑,다국어,9582,58578,22.029
1203,게임,스페셜 저지,6,155,7.059
1204,팰린드롬의 개수,,43,195,61.429
1205,등수 구하기,,3520,17552,25.136
1206,사람의 수,,162,2300,13.568
1207,종이 자르기,,38,594,9.337
1208,부분수열의 합 2,,4341,25207,24.616
1209,단조수열 만들기,,191,786,36.038
1210,마피아,스페셜 저지다국어,359,1668,26.281
1211,보일의 법칙,,25,345,42.373
1212,8진수 2진수,,12203,43574,35.856
1213,팰린드롬 만들기,,7321,22318,41.355
1214,쿨한 물건 구매,,699,4313,20.953
1215,잘못 작성한 요세푸스 코드,다국어,157,1060,27.592
1217,하우스 M.D.,,161,499,45.869
1218,로봇,,25,146,43.86
1219,오민식의 고민,,1581,13016,17.524
1220,MEGACITY,다국어,31,370,18.023
1221,가까운 점,,16,481,5.594
1222,홍준 프로그래밍 대회,다국어,459,2616,24.273
1223,마법의 돌,다국어,2,94,12.5
1224,분수,,8,109,21.053
1225,이상한 곱셈,다국어,5388,16968,38.016
1226,국회,스페셜 저지다국어,208,842,32.756
1227,그녀의 마음,다국어,23,79,38.983
1228,전쟁,다국어,13,84,23.636
1229,육각수,,336,1153,43.132
1230,문자열 거리,,89,589,29.667
1231,주식왕 동호,다국어,147,1034,28.161
1232,체스,,9,91,31.034
1233,주사위,다국어,2905,6036,54.729
1234,크리스마스 트리,,648,1784,47.025
1235,학생 번호,,1922,4838,47.34
1236,성 지키기,,4783,14055,42.215
1237,정ㅋ벅ㅋ,번외,18630,68890,31.714
1238,파티,다국어,13663,40256,48.305
1239,차트,,368,1009,45.658
1240,노드사이의 거리,,2925,7150,53.386
1241,머리 톡톡,,384,1851,32.35
1242,소풍,,361,1749,31.04
1243,팰린드롬,,86,325,43.216
1244,스위치 켜고 끄기,,9333,57566,20.025
1245,농장 관리,다국어,1081,3165,44.522
1246,온라인 판매,다국어,1993,5293,42.897
1247,부호,,4081,14483,36.67
1248,Guess,스페셜 저지다국어,2254,9472,35.96
1249,워드똑똑,,38,131,33.628
1250,색칠된 공들,,14,1763,2.071
1251,단어 나누기,,3708,10251,46.269
1252,이진수 덧셈,,3396,11805,34.474
1253,좋다,,5774,31534,24.297
1254,팰린드롬 만들기,,3543,9671,45.645
1255,전쟁 - 선전포고,,28,177,29.167
1256,사전,,3531,15964,30.852
1257,엄청난 부자,,72,753,31.034
1258,문제 할당,,150,383,65.502
1259,팰린드롬수,다국어,25921,51439,57.48
1260,DFS와 BFS,,56999,250013,37.189
1261,알고스팟,,10833,36707,42.14
1262,알파벳 다이아몬드,다국어,193,724,33.8
1263,시간 관리,,1018,2961,41.841
1264,모음의 개수,다국어,8986,18720,55.449
1265,순열,,41,174,34.454
1266,일어나!,,3,1505,11.111
1267,핸드폰 요금,,8556,20159,48.561
1268,임시 반장 정하기,,2808,11308,31.876
1269,대칭 차집합,,12735,24328,63.886
1270,전쟁 - 땅따먹기,,628,3606,28.663
1271,엄청난 부자2,,15907,64397,34.401
1272,특별 노드,,28,93,43.077
1273,샷,다국어,125,687,30.788
1274,커피숍1,,25,1296,7.31
1275,커피숍2,,4024,16933,30.526
1276,PLATFORME,다국어,197,559,42.919
1277,발전소 설치,다국어,246,1209,27.578
1278,연극,스페셜 저지,66,191,58.929
1279,내멋대로 주사위,,28,91,39.437
1280,나무 심기,,1219,10092,17.945
1281,보석상,,38,136,48.718
1282,P-수열,,27,175,27.0
1283,단축키 지정,다국어,989,3556,37.139
1284,집 주소,다국어,4391,6586,73.379
1285,동전 뒤집기,,1529,5348,45.277
1286,부분 직사각형,,102,192,60.0
1287,할 수 있다,,67,3687,8.282
1288,전쟁 - 국지전,,6,16,42.857
1289,트리의 가중치,다국어,713,3054,31.424
1290,배럭,,26,376,20.968
1291,이면수와 임현수,,147,719,24.419
1292,쉽게 푸는 문제,,14356,29979,56.665
1293,생물농축,,22,97,37.288
1294,문자열 장식,,252,1767,20.673
1295,평면도,,4,87,6.897
1296,팀 이름 정하기,,1861,4793,47.414
1297,TV 크기,,6337,11825,60.341
1298,노트북의 주인을 찾아서,,1770,4954,48.493
1299,전쟁 - 탈출편2,,8,231,11.94
1300,K번째 수,,9944,37257,37.389
1301,비즈 공예,,289,1508,30.294
1302,베스트셀러,,9568,21805,52.953
1303,전쟁 - 전투,,4333,13878,38.352
1304,지역,,68,255,34.694
1305,광고,,2834,6685,55.298
1306,달려라 홍준,,924,2762,44.274
1307,마방진,스페셜 저지,148,841,36.816
1308,D-Day,,1212,7649,21.83
1309,동물원,,12236,31452,47.263
1310,달리기 코스,,324,891,49.541
1311,할 일 정하기 1,,1211,3877,42.328
1312,소수,,3506,13409,34.158
1314,동굴 탐험,,20,170,13.423
1315,RPG,,683,4214,24.568
1316,그룹 단어 체커,,60197,139374,52.776
1317,그룹 단어,,13,221,15.294
1318,포커,,76,357,32.34
1319,지민 vs 한수,,14,60,31.818
1321,군인,,720,1909,52.478
1322,X와 K,,691,2174,41.402
1323,숫자 연결하기,,372,2351,25.186
1324,젠장,,60,420,21.978
1325,효율적인 해킹,다국어,9177,73335,19.542
1326,폴짝폴짝,,892,4813,24.868
1327,소트 게임,,923,3038,41.335
1328,고층 빌딩,,2582,9087,36.453
1329,증가 수열,다국어,16,167,14.414
1330,두 수 비교하기,,155334,390582,49.664
1331,나이트 투어,,2009,7599,32.704
1332,풀자,,55,421,20.522
1333,부재중 전화,,1495,6716,30.386
1334,다음 팰린드롬 수,,502,4094,21.208
1335,여섯 쌍 서로소,,6,66,14.286
1336,수열의 개수 NKD,,13,106,19.403
1337,올바른 배열,,1350,3932,44.821
1338,알 수 없는 번호,,126,2826,9.354
1339,단어 수학,,10775,30885,45.62
1340,연도 진행바,스페셜 저지,832,2227,45.07
1341,사이좋은 형제,,138,917,21.395
1342,행운의 문자열,,1589,5275,41.695
1343,폴리오미노,,5755,12735,53.243
1344,축구,스페셜 저지,1000,2170,61.767
1345,등차수열,스페셜 저지,59,613,15.167
1346,탑을 향해서,,28,143,31.461
1347,미로 만들기,,1425,3151,54.745
1348,주차장,,549,3215,24.52
1349,건축가의 나라,,3,7,50.0
1350,진짜 공간,,2710,8251,37.781
1351,무한 수열,,3000,9563,38.013
1352,문자열,,105,665,31.722
1353,합과 곱,,246,1800,19.727
1354,무한 수열 2,,655,1985,48.627
1355,구멍난 케이크 자르기,,48,288,21.918
1356,유진수,,2624,6381,47.692
1357,뒤집힌 덧셈,,8992,19678,52.653
1358,하키,,2681,4222,70.275
1359,복권,스페셜 저지,595,1963,42.439
1360,되돌리기,,297,1294,32.039
1361,두 스트링 마스크,,25,153,39.683
1362,펫,다국어,891,4399,25.363
1363,트리,,4,24,50.0
1364,울타리 치기,,95,561,30.547
1365,꼬인 전깃줄,,2682,5974,57.789
1366,기타 코드,,12,199,27.273
1367,타브 악보,,3,21,15.789
1368,물대기,다국어,1087,3249,43.186
1369,배열값,,97,551,27.324
1370,전쟁 - 화계가 아닌 수계,,5,74,18.519
1371,가장 많은 글자,,3881,11987,40.293
1372,단어 합치기,,44,358,14.426
1373,2진수 8진수,,9988,30833,40.918
1374,강의실,,1776,5150,44.996
1375,나이,,47,627,16.667
1376,민식우선탐색,,112,1687,11.877
1377,버블 소트,,3537,14918,34.088
1378,증가 수열,,4,146,4.706
1379,강의실 2,스페셜 저지,379,1269,38.129
1380,귀걸이,다국어,1002,2691,47.109
1381,요구르트의 유통기한,채점 준비 중,39,349,16.596
1384,메시지,다국어,539,1583,40.224
1385,벌집,스페셜 저지,117,644,24.684
1386,f와 g,,2,126,4.255
1387,행렬 교환,,8,57,40.0
1388,바닥 장식,,3048,5655,67.404
1389,케빈 베이컨의 6단계 법칙,,15281,34679,56.028
1390,테트리스,,77,260,47.239
1391,종이접기,,46,276,69.697
1392,노래 악보,다국어,1182,1762,76.062
1393,음하철도 구구팔,,412,2034,27.394
1394,암호,,279,1786,23.867
1395,스위치,다국어,2160,7284,41.586
1396,크루스칼의 공,,519,2548,32.096
1397,인화철도 구구칠,,5,189,5.376
1398,동전 문제,,674,3539,27.828
1399,보물의 위치,,129,911,21.902
1400,화물차,다국어,165,984,23.741
1401,요컨대 형택이의 사탕봉지,,8,17,72.727
1402,아무래도이문제는A번난이도인것같다,,2587,6713,47.329
1404,토너먼트 승자,스페셜 저지,97,227,64.238
1405,미친 로봇,스페셜 저지,3193,10482,40.234
1406,에디터,다국어,19606,105494,26.554
1407,2로 몇 번 나누어질까,다국어,753,2718,42.327
1408,24,,4509,11612,46.1
1409,점 칠하기,,29,209,23.2
1410,패턴의 개수,,80,380,33.898
1411,비슷한 단어,,640,1347,60.434
1412,일방통행,,222,596,44.048
1413,박스 안의 열쇠,,423,1254,43.88
1414,불우이웃돕기,,910,2588,43.541
1415,사탕,,416,3719,16.89
1416,팬 서비스,,65,190,40.373
1417,국회의원 선거,,4047,11557,41.821
1418,K-세준수,,763,1952,50.597
1419,등차수열의 합,,233,1476,21.086
1420,학교 가지마!,,793,4539,23.282
1421,나무꾼 이다솜,,423,2751,21.974
1422,숫자의 신,,1177,5711,27.245
1423,원숭이 키우기,,64,340,29.224
1424,새 앨범,,91,1127,18.958
1425,원숭이 땅을 옮기다,,55,342,22.634
1426,카드 넣기,,13,100,31.707
1427,소트인사이드,,45073,83529,65.352
1428,다각형의 개수,,7,70,15.909
1429,결혼,,15,102,34.091
1430,공격,스페셜 저지,131,519,39.697
1431,시리얼 번호,,6216,13977,56.101
1432,그래프 수정,,203,992,28.039
1433,화학 실험,스페셜 저지,20,160,19.608
1434,책 정리,,1043,1765,69.953
1435,네 점,,23,364,10.36
1436,영화감독 숌,,38760,84813,56.228
1437,수 분해,,398,1224,39.641
1438,가장 작은 직사각형,,96,498,33.449
1439,뒤집기,,13166,29955,55.52
1440,타임머신,,541,1429,46.279
1441,나누어 질까,,162,673,32.53
1442,멋진 수,,41,223,46.067
1443,망가진 계산기,,173,669,34.122
1444,숌 언어,,52,295,31.707
1445,일요일 아침의 데이트,,747,3948,24.711
1446,지름길,,3156,7614,54.301
1447,보호 천막,,2,9,25.0
1448,삼각형 만들기,,2280,6757,43.487
1449,수리공 항승,,7867,20037,47.558
1450,냅색문제,,2184,7786,38.336
1451,직사각형으로 나누기,,1180,3909,40.328
1452,숌 크로스워드,,2,7,66.667
1453,피시방 알바,,6061,11246,61.278
1454,세비 게임,,4,59,17.391
1455,뒤집기 II,,410,848,60.741
1456,거의 소수,,1915,11126,24.241
1457,정확해,,55,177,43.307
1458,종이 겹치기,,4,28,30.769
1459,걷기,,1661,6224,33.678
1460,진욱이의 농장,,46,214,38.017
1461,도서관,,3501,9040,47.795
1462,퀴즈쇼,,84,341,31.579
1463,1로 만들기,,58896,273942,32.716
1464,뒤집기 3,,430,1520,39.45
1465,배열 고치기,,7,95,87.5
1466,그림 고치기,,15,53,41.667
1467,수 지우기,,152,1263,26.667
1468,네트워크,,6,48,50.0
1469,숌 사이 수열,,154,665,33.406
1470,올림픽 게임,,23,509,11.558
1471,사탕 돌리기,,134,419,51.938
1472,전화번호,,2,99,33.333
1473,미로 탈출,,77,843,20.924
1474,밑 줄,,263,824,43.688
1475,방 번호,,20310,60386,43.995
1476,날짜 계산,,19462,37566,66.367
1477,휴게소 세우기,,1751,8609,30.79
1478,정사각형,,5,27,38.462
1479,네 부분문자열,,45,245,31.69
1480,보석 모으기,,332,1226,37.943
1481,숌 사각형,,13,41,52.0
1482,같은 자리 수,,26,145,32.5
1483,저항,,2,30,28.571
1484,다이어트,,1977,6606,36.456
1485,정사각형,,1756,7084,32.208
1486,등산,,701,4266,23.197
1487,물건 팔기,,378,1254,42.14
1488,숌트링,,42,408,12.463
1489,대결,,194,664,38.878
1490,자리수로 나누기,,284,1131,32.42
1491,나선,,154,427,56.618
1492,합,,349,1267,44.629
1493,박스 채우기,,1187,5848,28.255
1494,절댓값 수열,,103,820,23.043
1495,기타리스트,,5740,19425,37.251
1496,기타 고르기,,4,28,26.667
1497,기타콘서트,,382,1487,32.318
1498,주기문,,173,486,49.288
1499,뒤집기 수열,,20,234,20.202
1500,최대 곱,,1440,2842,60.0
1501,영어 읽기,,244,1759,19.52
1502,숫자 퍼즐 ≤ 8,스페셜 저지,55,445,20.37
1503,세 수 고르기,,273,1851,20.495
1504,특정한 최단 경로,,13152,74369,24.665
1505,불 켜기,,54,226,33.333
1506,경찰서,,570,1213,56.886
1507,궁금한 민호,,2393,5635,52.64
1508,레이스,,311,1309,31.93
1509,팰린드롬 분할,,3608,10534,46.912
1510,이등변 삼각형,,10,55,41.667
1511,숫자 만들기,,49,318,27.222
1512,주기문으로 바꾸기,,96,477,40.336
1513,경로 찾기,,567,3264,28.336
1514,자물쇠,,576,4158,23.405
1515,수 이어 쓰기,,681,1869,46.901
1516,게임 개발,,7036,18681,48.736
1517,버블 소트,,5056,27297,29.869
1518,뉴 매직 스퀘어,,13,100,32.5
1519,부분 문자열 뽑기 게임,,145,339,59.426
1520,내리막 길,,15066,74826,28.096
1521,랜덤 소트,스페셜 저지,113,273,60.106
1522,문자열 교환,,744,1706,54.346
1523,종점,,44,167,34.921
1524,세준세비,,670,1906,49.156
1525,퍼즐,,4496,16558,42.054
1526,가장 큰 금민수,,3600,7378,60.842
1527,금민수의 개수,,1238,3799,40.418
1528,금민수의 합,,208,1292,25.06
1529,동민 수열,,65,300,28.017
1530,금민수의 합,,16,166,27.586
1531,투명,,1537,2531,66.652
1532,동전 교환,,61,610,19.182
1533,길의 개수,,772,2488,38.294
1534,다각형 자르기,,8,22,50.0
1535,안녕,,3562,9050,54.241
1536,"Dance, Dance",,26,175,20.8
1537,새로운 연산자,,10,102,25.641
1538,공 칠하기,스페셜 저지,12,47,28.571
1539,이진 검색 트리,,268,1560,34.403
1540,정사각형의 개수,,107,237,54.592
1541,잃어버린 괄호,,31876,75657,53.017
1542,체스 연습,,33,124,37.931
1543,문서 검색,,8102,23181,43.473
1544,사이클 단어,,896,2132,55.756
1545,안티 팰린드롬,,131,695,31.19
1546,평균,스페셜 저지,99603,243078,49.734
1547,공,,9106,14000,73.329
1548,부분 삼각 수열,,299,899,41.015
1549,K,,92,439,28.395
1550,16진수,,15246,26655,64.841
1551,수열의 변화,,2502,4955,58.595
1552,도미노,,15,55,71.429
1553,도미노 찾기,,121,232,66.851
1554,나무 심기,,8,34,29.63
1555,소수 만들기,,95,828,19.628
1556,도미노2,,4,30,28.571
1557,제곱 ㄴㄴ,,1239,4997,37.23
1558,그림의 개수,,6,31,35.294
1559,놀라운 미로,다국어,60,533,19.293
1560,비숍,,359,1223,37.869
1561,놀이 공원,다국어,1938,10514,25.706
1562,계단 수,,4156,10684,50.529
1563,개근상,,1580,4228,50.431
1564,팩토리얼5,,1046,8648,19.039
1565,수학,,247,1286,26.474
1566,P배열,,57,358,34.337
1567,모든 사이클의 길이,,3,21,27.273
1568,새,,4602,6999,75.991
1569,정사각형으로 가리기,,69,497,25.0
1570,오세준,,41,350,14.539
1571,단어 굴리기,,29,105,49.153
1572,중앙값,,1216,5267,36.938
1573,트리 인코딩,,34,124,38.202
1574,룩 어택,,391,988,47.741
1575,졸업,,34,344,24.46
1576,DNA점수,스페셜 저지,35,177,26.923
1577,도로의 개수,,906,3857,30.816
1578,세계 정복,,22,69,59.459
1579,보물 찾기,,5,44,31.25
1580,위치 바꾸기,,65,259,34.946
1581,락스타 락동호,,215,809,30.67
1582,아티스트 이동호,,39,195,29.104
1583,이동호의 트럭,,4,64,25.0
1584,게임,,379,1383,39.193
1585,경찰,,203,678,34.642
1586,목장,,5,23,25.0
1587,이분 매칭,,152,419,47.95
1588,수열,,113,625,32.194
1589,레이저,,2,18,11.111
1590,캠프가는 영식,,508,2154,35.302
1591,수열 복원,스페셜 저지,119,1694,13.401
1592,영식이와 친구들,,3320,5580,68.131
1593,문자 해독,다국어,667,3042,34.118
1594,전화번호 만들기,,47,234,29.56
1595,북쪽나라의 도로,다국어,251,963,34.196
1596,영식함수,,10,368,38.462
1597,아스키 아트,다국어,3,10,100.0
1598,꼬리를 무는 숫자 나열,,3681,9288,45.193
1599,민식어,,352,1046,46.194
1600,말이 되고픈 원숭이,,7824,54839,20.293
1601,바이너리 파워 비숍,스페셜 저지,32,195,32.0
1602,도망자 원숭이,,363,2048,26.304
1603,작은 정사각형,,83,425,27.852
1604,정사각형 자르기,,86,574,23.056
1605,반복 부분문자열,,753,3362,43.326
1606,침투 계획 세우기,,120,422,41.958
1607,원숭이 타워,,66,280,33.846
1608,스타 대회,다국어,30,355,15.306
1609,차의 공격,다국어,25,107,38.462
1610,프로게이머 영식,,3,152,18.75
1611,강강술래,스페셜 저지,9,33,50.0
1612,가지고 노는 1,,445,1558,36.991
1613,역사,,3466,14852,33.772
1614,영식이의 손가락,,912,3870,31.899
1615,교차개수세기,,492,5012,19.033
1616,드럼통 메시지,스페셜 저지,91,844,14.845
1617,허후민,,14,53,58.333
1618,구역 나누기,스페셜 저지,3,26,42.857
1619,점 고르기,,24,146,32.877
1620,나는야 포켓몬 마스터 이다솜,,23498,88274,34.004
1621,조삼모사,스페셜 저지,33,219,23.404
1622,공통 순열,다국어,314,1836,24.36
1623,신년 파티,스페셜 저지,116,569,34.524
1624,데크 소트,,82,621,27.517
1625,조명기구,스페셜 저지,4,172,8.333
1626,두 번째로 작은 스패닝 트리,,595,7811,14.724
1627,결투,,47,349,22.927
1628,수,다국어,72,288,48.98
1629,곱셈,,21058,103944,26.764
1630,오민식,,305,975,42.069
1631,오영식의 보물,,16,153,14.815
1632,Line Fighter,,5,94,15.152
1633,최고의 팀 만들기,다국어,666,2143,42.747
1634,완전 이진트리,,13,192,28.261
1635,1 또는 -1,스페셜 저지,49,172,61.25
1636,한번 열면 멈출 수 없어,스페셜 저지,77,369,30.556
1637,날카로운 눈,다국어,537,2645,30.39
1638,컨벡스 헐,,12,85,36.364
1639,행운의 티켓,,329,777,54.201
1640,동전 뒤집기,,126,381,51.852
1641,삼각형 개수 세기,,5,8,83.333
1642,딱따구리,다국어,16,125,18.824
1643,쿠폰,다국어,58,239,28.155
1644,소수의 연속합,다국어,11851,39521,41.258
1645,성지의 생일파티,,120,848,23.301
1646,피이보나치 트리,,111,360,43.874
1647,도시 분할 계획,,7893,24306,48.785
1648,격자판 채우기,,1150,2734,55.934
1649,택시,,82,471,23.907
1650,지민이의 테러 Season II,다국어,82,524,20.655
1651,숌 코드,,2,875,16.667
1652,누울 자리를 찾아라,,6034,17572,42.019
1653,양팔 저울,,128,648,28.635
1654,랜선 자르기,,29760,187132,21.241
1655,가운데를 말해요,,12381,56560,30.387
1656,덜컹덜컹,다국어,25,269,10.504
1657,두부장수 장홍준,,576,1561,49.87
1658,돼지 잡기,다국어,301,923,46.024
1659,수 (Hard),다국어,102,442,41.129
1660,캡틴 이다솜,,1490,5942,33.949
1661,다솜이의 신발가게,스페셜 저지,27,342,19.565
1662,압축,,2026,7749,35.594
1663,XYZ 문자열,,116,728,25.163
1664,주민등록번호,다국어,23,77,48.936
1665,화물열차,,108,725,29.752
1666,최대 증가 직사각형 집합,,158,795,25.608
1667,지민이의 테러 Season IV,다국어,49,294,23.902
1668,트로피 진열,,2990,7026,51.339
1669,멍멍이 쓰다듬기,,889,3104,36.903
1670,정상 회담 2,,1002,3289,38.07
1671,상어의 저녁식사,,1749,7236,31.582
1672,DNA 해독,,1147,3607,45.935
1673,치킨 쿠폰,다국어,2355,10920,28.928
1674,성준이와 초콜릿,다국어,4,58,22.222
1675,팬더 밥주기,,6,84,10.909
