problem_id,problem_title,problem_info,problem_answer_num,problem_submit_num,problem_answer_rate
1132,합,,1077,4033,33.21
1133,반복되지 않는 단어,,46,249,43.396
1134,식,,32,280,17.204
1135,뉴스 전하기,,1458,3815,47.399
1136,조각 놓기,,29,199,19.728
1137,로봇 레이스,,13,42,54.167
1138,한 줄로 서기,,6645,13315,60.514
1139,울타리,스페셜 저지,97,484,41.81
1140,요금,,30,934,16.76
1141,접두사,,1485,3425,53.726
1142,피자,,31,166,25.62
1143,경찰,스페셜 저지,44,264,29.333
1144,싼 비용,,130,742,31.401
1145,적어도 대부분의 배수,,6138,11591,62.511
1146,지그재그 서기,,537,1693,43.306
1147,BOJ 소풍,,32,176,34.783
1148,단어 만들기,다국어,319,1183,38.62
1149,RGB거리,,44254,107138,54.662
1150,백업,,490,3056,26.938
1151,그림자,스페셜 저지,25,114,31.25
1152,단어의 개수,,92098,356575,32.679
1153,네 개의 소수,스페셜 저지,1046,3411,40.78
1154,팀 편성,스페셜 저지,77,395,28.839
1155,변형 하노이,다국어,90,357,48.913
1156,장난감,다국어,20,160,28.571
1157,단어 공부,,82636,263200,39.624
1158,요세푸스 문제,,35780,101738,48.753
1159,농구 경기,다국어,9702,21863,52.611
1160,Random Number Generator,다국어,145,1111,26.606
1161,버스,다국어,64,251,46.715
1162,도로포장,다국어,2076,15619,21.659
1163,증가하는 리스트,,11,103,15.714
1164,가리기,,33,563,13.306
1165,단어퍼즐,다국어,43,285,40.187
1166,선물,스페셜 저지,938,6063,21.164
1167,트리의 지름,,13027,49481,34.067
1168,요세푸스 문제 2,,1341,11811,32.604
1169,정사각형 진열,다국어,34,278,20.359
1170,선인장의 개수,,85,267,44.041
1171,사오정,다국어,14,66,28.571
1172,선인장 Automorphisms,,6,27,30.0
1173,운동,,3081,8246,43.802
1174,줄어드는 수,,1720,5112,41.951
1175,배달,,722,3209,29.773
1176,섞기,,180,569,38.627
1177,조쌤포스,다국어,59,330,21.533
1178,간선 추가,,90,677,31.034
1179,마지막 요세푸스 문제,,269,1226,37.941
1180,선인장의 지름,다국어,33,177,27.5
1181,단어 정렬,,52135,166142,40.358
1182,부분수열의 합,,23302,78530,43.723
1183,약속,,455,1554,38.494
1184,귀농,다국어,336,1030,45.714
1185,유럽여행,다국어,551,1067,66.386
1186,직사각형 색칠하기,,59,422,23.79
1187,숫자 놀이,스페셜 저지,187,767,40.741
1188,음식 평론가,다국어,2362,6050,49.188
1189,컴백홈,다국어,2671,6156,54.79
1190,골 세레모니,스페셜 저지,3,96,10.714
1191,게임,다국어,8,118,17.778
1192,장갑,스페셜 저지다국어,19,194,31.667
1193,분수찾기,,49810,114786,51.504
1194,"달이 차오른다, 가자.",,4585,16498,38.138
1195,킥다운,다국어,347,1544,31.545
1196,잭 바우어,스페셜 저지,62,1146,9.688
1197,최소 스패닝 트리,,19377,78496,41.051
1198,삼각형으로 자르기,스페셜 저지,600,1243,55.351
1199,오일러 회로,스페셜 저지,511,11606,12.525
1200,기상예측,다국어,82,234,51.25
1201,NMK,스페셜 저지,1357,5335,34.433
1202,보석 도둑,다국어,10321,62940,22.124
1203,게임,스페셜 저지,7,156,8.14
1204,팰린드롬의 개수,,44,198,61.111
1205,등수 구하기,,3973,19270,25.777
1206,사람의 수,,188,2549,14.157
1207,종이 자르기,,41,610,9.647
1208,부분수열의 합 2,,4635,26592,24.622
1209,단조수열 만들기,,205,841,35.777
1210,마피아,스페셜 저지다국어,377,1740,26.662
1211,보일의 법칙,,27,352,44.262
1212,8진수 2진수,,12698,45085,35.987
1213,팰린드롬 만들기,,8001,24445,41.605
1214,쿨한 물건 구매,,765,4675,21.244
1215,잘못 작성한 요세푸스 코드,다국어,164,1107,27.333
1216,충무공 이순신,,5,14,50.0
1217,하우스 M.D.,,170,529,44.855
1218,로봇,,25,148,43.86
1219,오민식의 고민,,1706,13936,17.6
1220,MEGACITY,다국어,31,370,18.023
1221,가까운 점,,18,494,6.25
1222,홍준 프로그래밍 대회,다국어,468,2669,24.388
1223,마법의 돌,다국어,2,150,12.5
1224,분수,,9,114,22.5
1225,이상한 곱셈,다국어,5687,17797,38.206
1226,국회,스페셜 저지다국어,208,842,32.756
1227,그녀의 마음,다국어,23,79,38.983
1228,전쟁,다국어,13,85,23.636
1229,육각수,,387,1358,43.434
1230,문자열 거리,,95,616,29.781
1231,주식왕 동호,다국어,158,1119,26.734
1232,체스,,10,96,25.641
1233,주사위,다국어,3112,6462,54.644
1234,크리스마스 트리,,685,1867,47.735
1235,학생 번호,,2111,5236,47.825
1236,성 지키기,,5200,15138,42.696
1237,정ㅋ벅ㅋ,번외,19319,71721,31.582
1238,파티,다국어,14677,43161,48.345
1239,차트,,399,1091,45.704
1240,노드사이의 거리,,3301,7967,53.614
1241,머리 톡톡,,434,2092,32.461
1242,소풍,,373,1773,31.424
1243,팰린드롬,,87,326,43.5
1244,스위치 켜고 끄기,,9882,60595,20.141
1245,농장 관리,다국어,1291,3794,44.334
1246,온라인 판매,다국어,2154,5667,43.296
1247,부호,,4444,15866,36.471
1248,Guess,스페셜 저지다국어,2299,9668,36.04
1249,워드똑똑,,38,131,33.628
1250,색칠된 공들,,14,1853,2.071
1251,단어 나누기,,4080,11264,46.232
1252,이진수 덧셈,,3570,12276,34.88
1253,좋다,,6627,36396,24.273
1254,팰린드롬 만들기,,3770,10204,46.116
1255,전쟁 - 선전포고,,29,195,26.126
1256,사전,,3656,16472,31.062
1257,엄청난 부자,,81,809,31.034
1258,문제 할당,,159,407,65.432
1259,팰린드롬수,다국어,28024,55882,57.173
1260,DFS와 BFS,,60110,262299,37.31
1261,알고스팟,,11369,38211,42.328
1262,알파벳 다이아몬드,다국어,231,851,33.624
1263,시간 관리,,1134,3231,42.125
1264,모음의 개수,다국어,9906,20942,54.624
1265,순열,,42,180,33.6
1266,일어나!,,3,1505,11.111
1267,핸드폰 요금,,9192,21595,48.584
1268,임시 반장 정하기,,3002,12258,31.573
1269,대칭 차집합,,14181,26890,64.118
1270,전쟁 - 땅따먹기,,759,4428,28.523
1271,엄청난 부자2,,17211,69523,34.403
1272,특별 노드,,34,108,45.333
1273,샷,다국어,135,710,31.69
1274,커피숍1,,31,1317,8.611
1275,커피숍2,,4202,17619,30.598
1276,PLATFORME,다국어,212,606,42.485
1277,발전소 설치,다국어,279,1351,27.651
1278,연극,스페셜 저지,71,199,59.167
1279,내멋대로 주사위,,31,113,35.632
1280,나무 심기,,1270,10356,18.2
1281,보석상,,43,148,49.425
1282,P-수열,,27,180,27.0
1283,단축키 지정,다국어,1125,3941,37.676
1284,집 주소,다국어,4897,7705,70.745
1285,동전 뒤집기,,1637,5767,45.01
1286,부분 직사각형,,127,242,58.525
1287,할 수 있다,,72,3829,8.592
1288,전쟁 - 국지전,,12,29,54.545
1289,트리의 가중치,다국어,728,3105,31.447
1290,배럭,,26,376,20.968
1291,이면수와 임현수,,155,773,23.81
1292,쉽게 푸는 문제,,15147,31579,56.743
1293,생물농축,,22,97,37.288
1294,문자열 장식,,289,1943,21.729
1295,평면도,,4,87,6.897
1296,팀 이름 정하기,,2050,5245,47.608
1297,TV 크기,,6641,12273,60.804
1298,노트북의 주인을 찾아서,,1827,5070,48.837
1299,전쟁 - 탈출편2,,8,231,11.94
1300,K번째 수,,10621,39526,37.594
1301,비즈 공예,,307,1573,30.456
1302,베스트셀러,,10272,23313,53.25
1303,전쟁 - 전투,,4709,14980,38.463
1304,지역,,71,260,35.149
1305,광고,,3024,7052,55.66
1306,달려라 홍준,,1012,3044,43.527
1307,마방진,스페셜 저지,162,893,37.939
1308,D-Day,,1389,8510,22.288
1309,동물원,,12858,33109,47.147
1310,달리기 코스,,360,948,51.136
1311,할 일 정하기 1,,1346,4387,41.997
1312,소수,,3882,14821,34.333
1313,합성소수,,49,137,59.036
1314,동굴 탐험,,20,170,13.423
1315,RPG,,717,4394,24.716
1316,그룹 단어 체커,,63742,147259,52.977
1317,그룹 단어,,13,221,15.294
1318,포커,,79,367,32.114
1319,지민 vs 한수,,16,63,34.783
1321,군인,,759,2021,52.165
1322,X와 K,,711,2235,41.628
1323,숫자 연결하기,,385,2398,25.18
1324,젠장,,63,476,22.744
1325,효율적인 해킹,다국어,7901,79034,19.759
1326,폴짝폴짝,,966,5146,24.923
1327,소트 게임,,970,3135,42.137
1328,고층 빌딩,,2713,9418,36.891
1329,증가 수열,다국어,16,190,14.414
1330,두 수 비교하기,,164184,413576,49.579
1331,나이트 투어,,2082,7802,33.069
1332,풀자,,64,488,20.447
1333,부재중 전화,,1593,7083,30.57
1334,다음 팰린드롬 수,,538,4309,21.477
1335,여섯 쌍 서로소,,6,66,14.286
1336,수열의 개수 NKD,,14,107,20.588
1337,올바른 배열,,1484,4211,45.859
1338,알 수 없는 번호,,133,2975,9.301
1339,단어 수학,,11328,32283,45.685
1340,연도 진행바,스페셜 저지,962,2576,45.313
1341,사이좋은 형제,,145,952,21.674
1342,행운의 문자열,,1689,5561,42.015
1343,폴리오미노,,6462,14352,53.093
1344,축구,스페셜 저지,1067,2304,62.361
1345,등차수열,스페셜 저지,65,641,15.892
1346,탑을 향해서,,29,146,32.222
1347,미로 만들기,,1556,3438,55.216
1348,주차장,,565,3252,24.879
1349,건축가의 나라,,3,7,50.0
1350,진짜 공간,,2829,8542,38.127
1351,무한 수열,,3251,10410,37.82
1352,문자열,,133,737,34.635
1353,합과 곱,,259,1884,18.933
1354,무한 수열 2,,725,2181,48.495
1355,구멍난 케이크 자르기,,53,310,22.269
1356,유진수,,2796,6733,48.058
1357,뒤집힌 덧셈,,9580,20785,53.119
1358,하키,,2763,4345,70.359
1359,복권,스페셜 저지,663,2092,44.024
1360,되돌리기,,331,1419,32.643
1361,두 스트링 마스크,,26,165,34.667
1362,펫,다국어,958,4725,25.27
1363,트리,,4,28,50.0
1364,울타리 치기,,101,587,30.514
1365,꼬인 전깃줄,,2819,6236,58.184
1366,기타 코드,,16,232,26.23
1367,타브 악보,,3,21,15.789
1368,물대기,다국어,1246,3719,43.339
1369,배열값,,119,639,28.883
1370,전쟁 - 화계가 아닌 수계,,5,74,18.519
1371,가장 많은 글자,,4066,12506,40.337
1372,단어 합치기,,44,358,14.426
1373,2진수 8진수,,10404,31932,41.098
1374,강의실,,2003,5749,45.194
1375,나이,,55,681,17.028
1376,민식우선탐색,,120,1767,12.012
1377,버블 소트,,3910,16270,34.292
1378,증가 수열,,4,146,4.706
1379,강의실 2,스페셜 저지,436,1458,38.414
1380,귀걸이,다국어,1159,3028,47.992
1381,요구르트의 유통기한,채점 준비 중,39,349,16.596
1384,메시지,다국어,609,1825,39.752
1385,벌집,스페셜 저지,128,681,25.347
1386,f와 g,,3,123,6.25
1387,행렬 교환,,8,57,40.0
1388,바닥 장식,,3485,6607,67.539
1389,케빈 베이컨의 6단계 법칙,,14801,37197,55.082
1390,테트리스,,82,273,46.591
1391,종이접기,,49,300,69.014
1392,노래 악보,다국어,1281,1908,75.934
1393,음하철도 구구팔,,439,2141,27.472
1394,암호,,315,2047,23.864
1395,스위치,다국어,2280,7684,41.781
1396,크루스칼의 공,,540,2605,32.413
1397,인화철도 구구칠,,5,189,5.376
1398,동전 문제,,712,3711,27.823
1399,보물의 위치,,136,940,22.15
1400,화물차,다국어,179,1083,23.584
1401,요컨대 형택이의 사탕봉지,,8,17,72.727
1402,아무래도이문제는A번난이도인것같다,,2853,7409,47.18
1404,토너먼트 승자,스페셜 저지,105,239,65.217
1405,미친 로봇,스페셜 저지,3338,10804,40.877
1406,에디터,다국어,20693,111173,26.518
1407,2로 몇 번 나누어질까,다국어,839,3021,42.14
1408,24,,4743,12193,46.134
1409,점 칠하기,,30,219,22.222
1410,패턴의 개수,,80,380,33.898
1411,비슷한 단어,,697,1449,61.087
1412,일방통행,,231,616,44.253
1413,박스 안의 열쇠,,439,1282,44.523
1414,불우이웃돕기,,1050,2904,44.929
1415,사탕,,427,3760,17.135
1416,팬 서비스,,67,193,41.104
1417,국회의원 선거,,4588,12876,42.731
1418,K-세준수,,858,2186,50.352
1419,등차수열의 합,,244,1544,21.498
1420,학교 가지마!,,847,4783,23.378
1421,나무꾼 이다솜,,501,3138,22.061
1422,숫자의 신,,1271,6048,27.38
1423,원숭이 키우기,,82,418,28.082
1424,새 앨범,,109,1286,18.319
1425,원숭이 땅을 옮기다,,58,353,22.925
1426,카드 넣기,,13,100,31.707
1427,소트인사이드,,47613,88217,65.484
1428,다각형의 개수,,7,70,15.909
1429,결혼,,16,108,34.783
1430,공격,스페셜 저지,160,590,41.026
1431,시리얼 번호,,6686,14959,56.355
1432,그래프 수정,,225,1131,27.339
1433,화학 실험,스페셜 저지,20,163,19.608
1434,책 정리,,1138,1894,70.903
1435,네 점,,23,364,10.36
1436,영화감독 숌,,41435,89740,56.833
1437,수 분해,,439,1322,40.275
1438,가장 작은 직사각형,,96,502,33.449
1439,뒤집기,,14183,32145,55.681
1440,타임머신,,598,1581,46.501
1441,나누어 질까,,175,691,34.047
1442,멋진 수,,41,224,46.067
1443,망가진 계산기,,182,699,34.866
1444,숌 언어,,53,296,32.121
1445,일요일 아침의 데이트,,807,4197,25.0
1446,지름길,,3634,8745,54.655
1447,보호 천막,,2,9,25.0
1448,삼각형 만들기,,2500,7360,43.6
1449,수리공 항승,,8310,20936,48.099
1450,냅색문제,,2376,8302,38.983
1451,직사각형으로 나누기,,1211,3984,40.502
1452,숌 크로스워드,,2,7,66.667
1453,피시방 알바,,6380,11851,61.088
1454,세비 게임,,4,59,17.391
1455,뒤집기 II,,486,1004,60.599
1456,거의 소수,,2163,12525,24.205
1457,정확해,,56,180,43.75
1458,종이 겹치기,,4,28,30.769
1459,걷기,,1903,6832,34.802
1460,진욱이의 농장,,48,233,38.71
1461,도서관,,3758,9599,48.409
1462,퀴즈쇼,,84,341,31.579
1463,1로 만들기,,61757,285551,32.856
1464,뒤집기 3,,472,1637,39.764
1465,배열 고치기,,7,98,87.5
1466,그림 고치기,,16,60,40.0
1467,수 지우기,,162,1289,27.458
1468,네트워크,,6,50,50.0
1469,숌 사이 수열,,175,747,33.144
1470,올림픽 게임,,25,557,11.312
1471,사탕 돌리기,,142,450,52.593
1472,전화번호,,2,99,33.333
1473,미로 탈출,,78,857,20.635
1474,밑 줄,,289,879,44.737
1475,방 번호,,21364,63155,44.078
1476,날짜 계산,,20131,38843,66.463
1477,휴게소 세우기,,1937,9244,31.252
1478,정사각형,,5,34,38.462
1479,네 부분문자열,,48,251,32.432
1480,보석 모으기,,356,1283,38.992
1481,숌 사각형,,15,47,51.724
1482,같은 자리 수,,30,215,26.087
1483,저항,,2,34,28.571
1484,다이어트,,2117,7126,36.219
1485,정사각형,,1877,7463,32.497
1486,등산,,738,4441,23.768
1487,물건 팔기,,447,1413,44.126
1488,숌트링,,43,409,12.722
1489,대결,,206,716,38.649
1490,자리수로 나누기,,314,1216,33.157
1491,나선,,170,463,57.823
1492,합,,376,1343,45.411
1493,박스 채우기,,1287,6304,28.404
1494,절댓값 수열,,113,839,24.249
1495,기타리스트,,5945,19980,37.577
1496,기타 고르기,,4,28,26.667
1497,기타콘서트,,414,1613,32.883
1498,주기문,,195,531,50.388
1499,뒤집기 수열,,23,273,19.828
1500,최대 곱,,1531,2981,60.442
1501,영어 읽기,,267,1855,20.227
1502,숫자 퍼즐 ≤ 8,스페셜 저지,55,445,20.37
1503,세 수 고르기,,309,2125,20.628
1504,특정한 최단 경로,,14148,79106,24.866
1505,불 켜기,,56,237,32.37
1506,경찰서,,610,1264,58.262
1507,궁금한 민호,,2493,5825,53.133
1508,레이스,,332,1367,32.613
1509,팰린드롬 분할,,3827,11162,47.015
1510,이등변 삼각형,,10,56,41.667
1511,숫자 만들기,,49,318,27.222
1512,주기문으로 바꾸기,,96,477,40.336
1513,경로 찾기,,637,3516,29.193
1514,자물쇠,,590,4206,23.685
1515,수 이어 쓰기,,862,2315,47.73
1516,게임 개발,,7453,19740,48.576
1517,버블 소트,,5308,28896,29.94
1518,뉴 매직 스퀘어,,14,108,29.787
1519,부분 문자열 뽑기 게임,,155,382,58.935
1520,내리막 길,,15894,78408,28.199
1521,랜덤 소트,스페셜 저지,116,277,60.733
1522,문자열 교환,,967,2171,55.384
1523,종점,,44,167,34.921
1524,세준세비,,745,2088,49.866
1525,퍼즐,,4625,17042,42.061
1526,가장 큰 금민수,,3819,7769,61.34
1527,금민수의 개수,,1304,4034,40.598
1528,금민수의 합,,222,1360,25.0
1529,동민 수열,,71,314,28.745
1530,금민수의 합,,16,166,27.586
1531,투명,,1729,2837,67.041
1532,동전 교환,,62,619,19.255
1533,길의 개수,,825,2683,37.914
1534,다각형 자르기,,8,22,50.0
1535,안녕,,3875,9736,54.871
1536,"Dance, Dance",,28,186,21.212
1537,새로운 연산자,,10,106,25.641
1538,공 칠하기,스페셜 저지,16,52,34.043
1539,이진 검색 트리,,294,1695,33.832
1540,정사각형의 개수,,120,276,56.338
1541,잃어버린 괄호,,33898,80074,53.384
1542,체스 연습,,36,133,38.298
1543,문서 검색,,8719,24689,43.944
1544,사이클 단어,,978,2259,57.16
1545,안티 팰린드롬,,140,733,31.532
1546,평균,스페셜 저지,104836,256330,49.744
1547,공,,9530,14606,73.443
1548,부분 삼각 수열,,350,1054,41.766
1549,K,,99,477,27.731
1550,16진수,,15673,27410,64.899
1551,수열의 변화,,2648,5234,58.662
1552,도미노,,18,64,60.0
1553,도미노 찾기,,134,258,68.367
1554,나무 심기,,8,34,29.63
1555,소수 만들기,,100,849,20.0
1556,도미노2,,4,30,28.571
1557,제곱 ㄴㄴ,,1292,5180,37.646
1558,그림의 개수,,6,32,35.294
1559,놀라운 미로,다국어,62,571,19.558
1560,비숍,,400,1363,37.665
1561,놀이 공원,다국어,2029,10935,25.903
1562,계단 수,,4431,11364,50.814
1563,개근상,,1663,4426,50.562
1564,팩토리얼5,,1132,9223,19.173
1565,수학,,269,1389,26.581
1566,P배열,,57,358,34.337
1567,모든 사이클의 길이,,3,21,27.273
1568,새,,4808,7313,75.752
1569,정사각형으로 가리기,,76,537,25.0
1570,오세준,,44,355,15.439
1571,단어 굴리기,,34,125,49.275
1572,중앙값,,1272,5449,37.041
1573,트리 인코딩,,35,125,38.889
1574,룩 어택,,405,1020,48.272
1575,졸업,,34,344,24.46
1576,DNA점수,스페셜 저지,37,195,27.82
1577,도로의 개수,,967,4006,31.581
1578,세계 정복,,24,77,55.814
1579,보물 찾기,,5,44,31.25
1580,위치 바꾸기,,69,264,36.126
1581,락스타 락동호,,231,847,31.429
1582,아티스트 이동호,,39,195,29.104
1583,이동호의 트럭,,4,64,25.0
1584,게임,,449,1608,39.805
1585,경찰,,203,678,34.642
1586,목장,,7,37,20.588
1587,이분 매칭,,161,430,49.235
1588,수열,,116,645,32.222
1589,레이저,,2,18,11.111
1590,캠프가는 영식,,561,2332,36.334
1591,수열 복원,스페셜 저지,119,1694,13.401
1592,영식이와 친구들,,3398,5698,68.315
1593,문자 해독,다국어,726,3232,34.31
1594,전화번호 만들기,,50,269,26.042
1595,북쪽나라의 도로,다국어,273,1022,35.0
1596,영식함수,,10,368,38.462
1597,아스키 아트,다국어,3,10,100.0
1598,꼬리를 무는 숫자 나열,,3961,10166,44.571
1599,민식어,,371,1078,46.962
1600,말이 되고픈 원숭이,,8258,56963,20.521
1601,바이너리 파워 비숍,스페셜 저지,34,216,33.01
1602,도망자 원숭이,,387,2117,26.912
1603,작은 정사각형,,84,454,25.688
1604,정사각형 자르기,,86,574,23.056
1605,반복 부분문자열,,803,3589,43.219
1606,침투 계획 세우기,,128,443,42.953
1607,원숭이 타워,,69,288,34.158
1608,스타 대회,다국어,32,381,14.953
1609,차의 공격,다국어,25,107,38.462
1610,프로게이머 영식,,3,152,18.75
1611,강강술래,스페셜 저지,9,34,50.0
1612,가지고 노는 1,,473,1667,36.953
1613,역사,,3642,15486,33.644
1614,영식이의 손가락,,991,4127,32.502
1615,교차개수세기,,528,5535,19.228
1616,드럼통 메시지,스페셜 저지,92,851,14.863
1617,허후민,,14,50,70.0
1618,구역 나누기,스페셜 저지,4,37,50.0
1619,점 고르기,,24,146,32.877
1620,나는야 포켓몬 마스터 이다솜,,25689,95890,34.186
1621,조삼모사,스페셜 저지,39,260,23.214
1622,공통 순열,다국어,334,1953,24.796
1623,신년 파티,스페셜 저지,116,569,34.524
1624,데크 소트,,82,621,27.517
1625,조명기구,스페셜 저지,4,172,8.333
1626,두 번째로 작은 스패닝 트리,,608,7897,14.804
1627,결투,,47,349,22.927
1628,수,다국어,77,300,50.658
1629,곱셈,,22577,110801,26.926
1630,오민식,,316,989,42.877
1631,오영식의 보물,,16,154,14.815
1632,Line Fighter,,5,94,15.152
1633,최고의 팀 만들기,다국어,675,2160,42.966
1634,완전 이진트리,,14,203,29.787
1635,1 또는 -1,스페셜 저지,60,194,61.856
1636,한번 열면 멈출 수 없어,스페셜 저지,86,396,31.618
1637,날카로운 눈,다국어,552,2726,30.363
1638,컨벡스 헐,,12,85,36.364
1639,행운의 티켓,,400,972,53.121
1640,동전 뒤집기,,136,406,51.908
1641,삼각형 개수 세기,,5,8,83.333
1642,딱따구리,다국어,15,112,20.548
1643,쿠폰,다국어,61,250,28.111
1644,소수의 연속합,다국어,12599,42100,41.277
1645,성지의 생일파티,,126,765,29.717
1646,피이보나치 트리,,116,385,41.877
1647,도시 분할 계획,,8569,26062,48.821
1648,격자판 채우기,,1195,2826,56.103
1649,택시,,82,471,23.907
1650,지민이의 테러 Season II,다국어,82,524,20.655
1651,숌 코드,,2,873,16.667
1652,누울 자리를 찾아라,,6347,18287,42.364
1653,양팔 저울,,131,662,28.478
1654,랜선 자르기,,31730,199517,21.217
1655,가운데를 말해요,,13146,60048,30.382
1656,덜컹덜컹,다국어,25,269,10.504
1657,두부장수 장홍준,,605,1660,49.307
1658,돼지 잡기,다국어,307,935,46.515
1659,수 (Hard),다국어,108,502,40.299
1660,캡틴 이다솜,,1549,6129,34.089
1661,다솜이의 신발가게,스페셜 저지,27,342,19.565
1662,압축,,2125,8039,35.799
1663,XYZ 문자열,,127,789,25.0
1664,주민등록번호,다국어,23,77,48.936
1665,화물열차,,108,725,29.752
1666,최대 증가 직사각형 집합,,159,800,25.563
1667,지민이의 테러 Season IV,다국어,49,294,23.902
1668,트로피 진열,,3147,7306,51.922
1669,멍멍이 쓰다듬기,,966,3353,37.097
1670,정상 회담 2,,1056,3462,38.054
1671,상어의 저녁식사,,1802,7367,31.973
1672,DNA 해독,,1243,3914,45.134
1673,치킨 쿠폰,다국어,2451,11290,29.068
